2022-12-06 10:15:38,979 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-12-06 10:15:38,995 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-12-06 10:15:38,995 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2022-12-06 10:15:38,995 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2022-12-06 10:15:39,010 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2022-12-06 10:15:39,010 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2022-12-06 10:15:39,167 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2022-12-06 10:17:16,956 INFO  SwAddin.cs: 271 - Assembly export called for file Assem1
2022-12-06 10:17:16,957 INFO  SwAddin.cs: 276 - Save is required
2022-12-06 10:17:16,975 INFO  SwAddin.cs: 290 - Saving assembly
2022-12-06 10:17:18,535 INFO  SwAddin.cs: 293 - Opening property manager
2022-12-06 10:17:19,098 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Assem1
2022-12-06 10:17:19,129 INFO  ExportHelperExtension.cs: 1142 - Found 41 in Assem1
2022-12-06 10:17:19,129 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Assem1
2022-12-06 10:17:19,129 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1167 - 8 components to check
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part1^Assem1-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Part1^Assem1-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part1^Assem1-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Baselink-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1142 - Found 70 in Baselink-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Baselink-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Part2^Assem1-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Part2^Assem1-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Part2^Assem1-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from link1-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1142 - Found 108 in link1-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in link1-1
2022-12-06 10:17:19,145 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from link5-1
2022-12-06 10:17:19,207 INFO  ExportHelperExtension.cs: 1142 - Found 26 in link5-1
2022-12-06 10:17:19,207 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in link5-1
